provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,rule_determinacy,authority_judgment_required,legal_linguistic_conflict,semantic_note,source_uri,source_paths,source_snapshot_hashes,source_snapshot_dates,source_quote,source_quote_sha256,temporal_status
EU-2020-1201:4(1)-sub1:v1,EU-2020-1201,EU-2020-1201:4(1)-sub1,2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,may,narrow the demarcation. Demarcate for those subspecies only,demarcate for the pest and all possible subspecies,Member State concerned,subspecies identification,DETERMINISTIC_RULE,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"Where only the presence of one or more particular subspecies of the specified pest is confirmed, the Member State concerned may demarcate an area with regard to those subspecies only.",7c9e3e2643fc8be68753037ca70da93f948227f35b3ad0e7c4895cec5637f545,CURRENT
EU-2020-1201:4(1)-sub2:v1,EU-2020-1201,EU-2020-1201:4(1)-sub2,2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,demarcate broadly while pending. Demarcate for the pest and all its possible subspecies,-,-,the pending status,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"Where the confirmation of the presence of a subspecies is pending, the Member State concerned shall demarcate that area with regard to the specified pest and all of its possible subspecies.",3200a67bffad55d7e6e7dc395e681579a7941aac353cdf7099d3ab9bff59bf39,CURRENT
EU-2020-1201:4(2):v1,EU-2020-1201,EU-2020-1201:4(2),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,the area consists of an infected zone and a buffer zone,-,-,plant location; published geometry,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,2. The demarcated area shall consist of an infected zone and a buffer zone.,a846c7fadcaa3234802f4bdd62d205731619ad0577f4c52ee9c729db99e8dbad,CURRENT
EU-2020-1201:4(2)(a):v1,EU-2020-1201,EU-2020-1201:4(2)(a),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"buffer at least 2,5 km",-,-,published geometry,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"at least 2,5 km in the case of an infected zone established for the purpose of taking the eradication measures referred to in Articles 7 to 11;",d25c93d5ae4e8f8cfa0797e7995b2433ba09fb2a9bd46e658395761a194c74c6,CURRENT
EU-2020-1201:4(2)(b):v1,EU-2020-1201,EU-2020-1201:4(2)(b),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,buffer at least 5 km,-,-,published geometry,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,at least 5 km in the case of an infected zone established for the purpose of taking the containment measures referred to in Articles 12 to 17.,b2b200cc90ccdf3366310dd7e5c56eaaf657459a5a3a7f1ae7d4aa87081c253f,CURRENT
EU-2020-1201:4(2)-sub1:v1,EU-2020-1201,EU-2020-1201:4(2)-sub1,2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,the infected zone has a radius of at least 50 m around the plant found infected,-,-,the plant's location and the published zone geometry,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,The infected zone shall have a radius of at least 50 m around the plant found infected by the specified pest.,4c2cfdcb7881dbd474be787bf23b7adf1893a799a1fb73ab893ea9d29bf2ebd8,CURRENT
EU-2020-1201:4(2)-sub2:v1,EU-2020-1201,EU-2020-1201:4(2)-sub2,2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,the buffer zone has the width set at (a) or (b),-,-,"the purpose of the zone, eradication or containment",DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,The buffer zone shall be of the following width:,b9bbdfcb4635c7c096e8a0a54a11f3712abd08a09dafab2b75a18d87982cdda6,CURRENT
EU-2020-1201:4(3):v1,EU-2020-1201,EU-2020-1201:4(3),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Commission,shall,update and publish the Union list of demarcated areas,-,-,the published list,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"3. The Commission shall update and publish a list of the demarcated areas established by Member States, as notified pursuant to Article 18(6) of Regulation (EU) 2016/2031.",cfdc31cb42e46bbdf9ac47232dc8e9bb994962f8b098ecd1fb32c9b0090af333,CURRENT
EU-2020-1201:5(1):v1,EU-2020-1201,EU-2020-1201:5(1),2020-08-20,2021-10-11,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,may,reduce the buffer width. Buffer may be reduced to no less than 1 km,"buffer stays at 2,5 km",Member State concerned,the four condition records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1,2020-08-17,"1. By way of derogation from Article 4, the buffer zone surrounding the infected zone established for the purpose of eradication may be reduced to a width of no less than 1 km, where there is a high degree of confidence that the initial presence of the specified pest did not result in its spread and where all of the following conditions have been fulfilled:",23c10092a56924de5ae3bb0fc821127916858fbb6ebda0b6fdf1ac01241413ad,SUPERSEDED
EU-2020-1201:5(1):v2,EU-2020-1201,EU-2020-1201:5(1),2021-10-11,,effective amending act reflected by dated consolidation,TEXT_CHANGED,NO,Member State concerned,may,reduce the buffer width. Buffer may be reduced to no less than 1 km,"buffer stays at 2,5 km",Member State concerned,the four condition records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20211011,regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"By way of derogation from Article 4, the buffer zone surrounding the infected zone established for the purpose of eradication may be reduced to a width of no less than 1 km, where there is a high degree of confidence that the initial presence of the specified pest did not result in its spread and where all of the following conditions have been fulfilled:",77e75175867ba96ef3fe1ecafbb60a39e7403a2e14d946ef755e73ebb7e9e30a,CURRENT
EU-2020-1201:5(1)(a):v1,EU-2020-1201,EU-2020-1201:5(1)(a),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,-,condition met,derogation unavailable,-,sampling record and removal record for every specified plant in the zone,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,ES can attach immediacy only to removal; compile both sampling and removal immediate for Puglia,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"all specified plants located in the infected zone, irrespective of their health status, have been immediately sampled and removed;",e8787d8f1b6e2dd413af0cfdedc0e0399e5c9491fa5c5fc87c7760b6ec570ec9,CURRENT
EU-2020-1201:5(1)(b):v1,EU-2020-1201,EU-2020-1201:5(1)(b),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,-,condition met,derogation unavailable,-,test results within the zone since the measures,DETERMINISTIC_RULE,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"no other plants have been found infected by the specified pest in the infected zone since the eradication measures have been taken, on the basis of official tests carried out at least once during the course of the year, taking into account the Authority’s Pest Survey Card on Xylella fastidiosa ;",dd25212dd7ad37bf9b9d1b766e8623223df64f63c24ffd659db2cd6c9fb6fe38,CURRENT
EU-2020-1201:5(1)(c):v1,EU-2020-1201,EU-2020-1201:5(1)(c),2020-08-20,2023-01-01,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,-,"A survey at least once in the first year, in a zone at least 2,5 km around the infected zone, showing the pest absent, with host plants in that zone sampled and tested. The entire third sentence, including the 90 % confidence / 1 % prevalence design and the first 400 m higher-risk qualifier, does not yet apply in this interval; application starts on 1 January 2023.",derogation unavailable,-,first-year surrounding-zone survey plus host-plant sample/test records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,"Article 38, second paragraph: the third sentence of Article 5(1)(c) applies from 1 January 2023.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad,2020-08-17;2021-10-11;2021-12-23,"a survey has been carried out at least once during the first year following the identification of the specified pest in a zone with a width of at least 2,5 km surrounding the infected zone, which shows that the specified pest has not been found present in that zone. The Member State concerned shall sample and test the host plants located in that zone. For that purpose, and taking into account the Authority’s Guidelines for statistically sound and risk-based surveys of Xylella fastidiosa, the survey design and sampling scheme shall be able to identify with at least 90 % confidence a level of presence of infected plants of 1 %, taking into account that the first 400 m surrounding the infected plants has a higher risk compared to the other part of that area;",9c5ebb32d519768a355870fa7471aec582c64044fde988dc7b9e5865fe0b112c,SUPERSEDED
EU-2020-1201:5(1)(c):v2,EU-2020-1201,EU-2020-1201:5(1)(c),2023-01-01,,EU-2020-1201 Article 38 delayed application,STATUS_CHANGED,YES,Member State concerned,-,"A survey at least once in the first year, in a zone at least 2,5 km around the infected zone, showing the pest absent, with host plants sampled and tested under the now-applicable design-assurance sentence: the survey design and sampling scheme able to identify, with at least 90 % of confidence, a level of presence of infected plants of 1 %.",derogation unavailable,-,the survey design and its achieved confidence,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,"Identical text to v1; the third sentence becomes applicable on 1 January 2023 under Article 38, second paragraph.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20230928,regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"a survey has been carried out at least once during the first year following the identification of the specified pest in a zone with a width of at least 2,5 km surrounding the infected zone, which shows that the specified pest has not been found present in that zone. The Member State concerned shall sample and test the host plants located in that zone. For that purpose, and taking into account the Authority’s Guidelines for statistically sound and risk-based surveys of Xylella fastidiosa, the survey design and sampling scheme shall be able to identify with at least 90 % confidence a level of presence of infected plants of 1 %, taking into account that the first 400 m surrounding the infected plants has a higher risk compared to the other part of that area;",9c5ebb32d519768a355870fa7471aec582c64044fde988dc7b9e5865fe0b112c,CURRENT
EU-2020-1201:5(1)(d):v1,EU-2020-1201,EU-2020-1201:5(1)(d),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,-,condition met,derogation unavailable,-,vector test records and the exclusion conclusion,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"no vectors carrying the specified pest have been detected in the infected zone and its immediate vicinity since the eradication measures have been taken, on the basis of tests carried out twice during the flight season of the vector, and in accordance with International Standards for Phytosanitary Measures. Those tests shall lead to the conclusion that the natural spread of the specified pest is excluded.",d5d78ee71bc2af7bb48ff84c5eb5f20cd9805e140fd67f3c2174883cdb7ae8f4,CURRENT
